Header
266641:0755407210,6
220564:0553282476,8
44727:0674314514,8
68375:0066214122,10
16908:1563318385,9
168133:0316601950,8
93047:1578400619,7
92869:0380977052,5
190374:0316103756,8
163319:0441003117,8
257596:9724120600,7
200211:044021873X,5
96827:0440224829,5
34725:1593100795,8
188951:0786868716,6
95918:0749336145,6
39773:0739426176,9
262070:844067547X,8
148125:1853260096,10
192354:0345447867,7
72992:2253001279,10
78553:0395299179,10
223879:0446607657,8
2033:0688149790,8
11676:0743437810,9
108336:0393322394,4
231624:0312130279,8
276307:0684838737,4
252292:0061031534,8
23288:015366200X,10
37790:0373261179,10
256553:192674/03,5
162639:0515103977,9
67319:0345351525,7
139031:0449006344,5
182101:1568840764,9
14116:0886775361,5
22177:0316769495,9
106007:0441644511,9
273587:0156004682,8
138883:0871238039,10
227447:0425174255,9
152466:0747513368,5
37712:0375705198,7
157751:0345354613,4
26598:0060924349,8
76499:0802150918,10
28990:1568303653,6
88078:0007110928,9
11676:0684855755,9
61028:0140074635,9
180032:0553585177,6
162639:156138058X,8
256864:0439064864,6
49317:0060928336,5
94242:0060930128,9
251843:0804112835,10
64241:0517207192,9
112083:1591823633,9
212965:0380753006,9
58358:202066964,5
188904:009928295X,6
206534:0345380800,6
98391:0312290802,9
97598:3499108518,7
257625:034544177X,10
92678:1551666308,8
27240:0060932171,8
43837:0380725584,7
251844:0451402863,9
265115:0373260954,9
162639:0525946535,9
157799:0312978359,8
38613:039526619X,10
169781:0380459140,8
240515:0671042858,6
50895:0345450175,8
275414:8838912173,9
187981:0749712651,8
62410:0671828029,5
205037:1569319006,7
124688:0140039589,10
140357:0671776975,9
211491:0872860043,7
236058:0811201848,10
11676:075530540X,9
163761:037382310X,7
217740:9500402556,7
206852:3453061187,7
210874:0142001740,10
38818:1860491022,7
135768:0071384898,9
114216:0451192303,7
62367:3499430045,4
206932:8420442362,8
84831:3936384010,6
73937:0060543884,8
224366:1878424483,8
85993:0316710571,10
98391:0446532169,9
16795:0307171574,5
125519:0446604801,7
146944:3442725542,9
195790:3499134764,5
101392:0140128611,9
242999:0849909155,5
177090:0743471113,9
15408:0684874385,8
31948:0743407059,5
35859:0027434850,7
196502:0385333382,8
72728:0582325269,6
112709:0811819353,10
98391:0441011586,10
197012:0929162005,5
98391:0756402182,10
266283:042516098X,8
71587:0446515078,5
68760:0671027743,6
184424:0375713751,8
222664:0876051905,7
100906:0553213180,8
85962:0060917016,6
98391:0425180654,8
140894:0020518501,10
55066:0312305060,8
27647:1573229725,8
115002:0743436806,8
85426:0671039857,5
159390:3499132540,5
189835:0913559431,5
201684:1931561230,8
251843:1551668440,9
206219:0745925103,6
263733:3499100770,10
253499:0312308329,8
225232:0450579875,8
27647:1931484031,7
233422:0060175818,8
182085:0373033257,9
268751:0671007580,8
174140:0924483830,9
131402:1551668181,7
240700:0802130720,8
179791:0330352253,9
250634:0340796308,10
56341:0440220602,9
25368:0156628708,8
154345:039592720X,7
27617:0671023934,10
168215:0141185260,8
123055:0312995423,6
251140:0060969296,10
130527:0380730200,10
43246:0920897879,7
12982:8432089079,7
1903:1564146731,9
80477:081297106X,10
229334:0515135216,10
204972:3596152917,6
204124:3442309174,10
90783:0425130711,5
230146:1840462507,5
216012:1583142967,7
13850:0060972920,9
170869:0688170528,9
78265:0425131777,7
47232:0330492047,8
146803:0446603333,8
218809:067976402X,7
81212:0684852225,9
97874:038524939X,10
51992:0156013908,7
56399:0451137361,10
58255:0373243790,9
195430:8447300013,9
55892:031202911X,5
21659:0449910261,10
163783:0732911168,9
141493:044021145X,8
93047:0897330625,8
34807:0141001658,6
62558:0553273825,6
202257:0060934913,9
263107:086278509X,10
69056:1880666251,10
157187:0452282152,8
191720:3453088905,7
142479:0140094296,5
30319:044651862X,9
109412:059035342X,9
267200:0553347233,7
234797:842971538X,5
3827:0440408903,8
102460:0590510746,7
65663:0553250426,8
193310:0399139206,8
23902:0552996181,7
93241:0590353403,10
93363:0736903275,4
248718:068481465X,10
197659:0806900164,9
258913:3453216253,10
4017:0316096199,10
120172:0688052843,7
56447:0310218039,8
148425:2266122355,8
253331:0671744208,10
120610:006440174X,10
32721:2264012722,6
144194:0375706771,10
76726:0671038567,10
153911:0373123922,7
56399:0300048599,10
98787:0099415372,7
248718:0380803143,9
91490:0399146431,9
261379:9722109030,9
132878:1902651529,9
171118:1862045143,6
95576:8440662394,5
149231:0316776963,7
46461:0425093328,10
161222:1892353008,7
103811:0312195516,9
123867:0553579754,8
7286:192883244X,9
52614:055328990X,10
217740:0786918063,7
181212:0375713751,7
161696:0706378547,5
66513:0880015020,10
95359:0316693235,7
35859:0694008761,10
209174:0316789976,7
95336:8804342838,10
49212:1400034779,8
22186:034536676X,9
86033:1855019752,7
225411:0553210092,8
64073:0965093670,5
82795:1565120507,3
88693:0192815490,10
140036:0849934028,7
178035:0440211727,8
92804:0525946233,8
86418:0440236673,8
23872:0894101412,5
150661:0679463321,5
98391:0451459628,9
127820:0312253435,10
171118:0752900374,8
171904:8432215082,9
95393:0394759885,10
158295:1562920626,8
10658:8495501376,6
49781:3746651514,5
142524:0684847450,10
153662:0440213525,10
105572:0871138085,4
120080:0192833804,3
47411:0553347845,8
274061:0505523892,10
139380:0821739034,6
179978:043945994X,8
249493:9041703705,9
235105:0385336594,7
241198:354822461X,6
39616:0688094554,8
185308:0330315862,8
212965:0373511965,8
238241:0800712099,8
12835:3257018959,7
271622:0312283709,7
53527:0345285859,9
76499:0872202291,10
94347:0671614371,8
208815:0842332278,10
104404:0375413634,8
222019:0954136306,9
210738:0345391829,10
49144:8470020811,5
133772:670259365,6
181176:0890158118,4
253082:0393311449,9
183958:0939266199,10
14449:0679308776,6
48598:8879836315,9
33888:1855380641,4
26593:0816737312,5
131108:0373218192,10
182085:0373226470,10
264525:0877795053,10
101876:0140067477,8
96473:0152013318,10
98391:0373259840,8
64038:0752837680,4
41646:0393046885,8
100903:074322535X,10
23902:0140070842,8
49889:1564024733,10
130554:0394875796,5
183072:1865086282,6
261037:0099268817,5
101851:0688150187,10
28204:0515107867,8
116283:0756400619,7
231210:0684101475,10
651:0060006048,5
236948:0888501552,8
245645:0385484518,8
217106:1582970459,7
104636:0446604801,6
111228:0446364193,8
212752:0805205780,7
5539:0451208765,6
45418:0671898019,5
93092:0553272535,10
54576:0812929446,8
126531:5952403093,10
31826:0425107469,10
46541:0312957130,10
92696:0140254544,9
74571:0140620125,9
98391:0380979039,8
140853:3423015276,9
8207:2890379302,9
138844:0836270061,7
140879:2253172162,6
80704:0816730377,5
135149:0373218192,8
177458:0684849143,7
278188:0670877514,4
30511:0140048103,8
261973:0312968930,7
49144:8440641958,5
177091:067100042X,7
39692:972211302X,8
234281:2290309303,7
27222:0345452534,8
17667:0671720147,8
82497:0312951795,8
35859:0934793492,9
117384:0684868911,7
80945:0316666343,9
5287:0449215296,10
31099:0373055846,9
75860:0061032093,8
174092:0006551785,7
142556:9722011014,6
3373:059042856X,3
37950:0553582755,4
92079:1853260150,7
11676:0380978377,8
56856:1558593357,9
232945:0425180964,9
137978:1891824333,10
247429:0062505637,10
59972:0679726365,5
107784:0451173139,5
116391:1843336251,10
90088:0451156609,7
31308:1568530315,7
4998:0393049515,9
194669:0312866526,5
274842:345309221X,5
18464:8807814684,8
273636:0971156905,10
106131:0316155306,10
57970:0061000043,7
249111:0806515406,9
214213:0060929871,10
86835:0806512954,8
31528:0440242002,8
72222:3442545595,9
6168:0618002219,10
178106:8887899029,8
240643:084233226X,8
76499:0140266771,7
87037:1551664739,7
7346:0836228995,7
76483:0340742445,10
230522:0451525337,8
66129:0553353896,9
199416:0316115894,5
246164:0440184053,8
173240:0515114006,8
97874:0874779588,1
229703:0451180208,7
189835:0679642420,5
25109:0743255453,10
50547:1558743669,10
83046:0440219329,7
73672:0312134517,7
227702:951898084,7
95316:0586045155,5
230118:0671543857,7
256873:0375727345,9
185384:0590519220,7
10118:0789205106,10
129074:0449003183,8
20180:0449221512,8
212965:0671737554,8
42831:0684837870,8
153662:0373073178,9
50464:0340738243,10
180548:3453006895,10
43118:8423974758,7
206944:0425192741,8
75591:0671507036,7
56031:0345391055,7
56959:0140321691,10
54528:0440215285,6
143163:0679435212,8
118275:0380799383,8
218608:0075536609,9
163759:0373223897,5
235105:0380798565,9
158984:0553581872,10
98804:0312243022,7
44925:0747256152,6
31315:0425188361,10
17523:0446518859,10
226553:0866227776,5
169192:0385311923,6
98391:0345439945,9
135673:0552137030,8
243700:0962664723,8
72530:1400045088,7
16795:0375707972,5
228445:0312937385,8
108481:0671004530,6
153662:0440211727,10
123143:0439568390,6
142623:0060234830,7
227397:0380800810,10
172425:0743228626,9
105795:8422649888,4
55751:0871136791,5
242646:0440237262,10
187762:1568655819,8
249111:0671725947,9
77214:0140098208,8
184479:0679731725,7
188348:345308909X,7
8937:0312312261,7
239026:1582341540,5
270713:0743400518,8
242813:3442435366,8
31826:0312107951,10
72312:0440472431,9
98391:0446529818,9
153662:0394829387,10
37950:0061043354,7
252695:0345327861,9
143211:0671640496,8
148547:0671793489,10
209559:0380793806,4
3757:8431500433,8
270084:0451185080,7
159361:0385335121,7
252820:0425105334,5
125240:0345284259,10
51350:0060008024,8
33818:0679746048,9
240577:0679724451,10
140069:0446361887,6
35407:3442353238,6
198637:0060186941,6
34057:0425136191,8
98297:0373587414,2
106753:1555532209,10
148929:0312800630,5
265827:0843941502,7
163973:0786889284,6
218721:0936085347,7
192179:1573225789,7
240403:0782116752,9
153662:0821773836,9
152827:0060973129,7
126588:0517571064,9
244925:0671028375,10
200226:0099672901,5
12100:0806133678,7
2891:1566190932,6
30319:1884153089,5
212761:0140622446,7
100903:0061097160,4
172150:0375756981,9
183958:0048240141,10
147166:0316648191,7
70703:0141184868,10
58869:0586090452,8
94153:0449001504,8
220810:3404136616,8
234828:0523415656,6
255814:0749433302,5
185233:0307116646,5
93871:044020271X,9
253737:0684842874,9
76001:0671023616,9
55607:0679781587,7
256247:0140267441,4
163319:3453305876,8
72352:0843948280,7
183995:0446314188,10
41448:0875794807,10
249886:0446610399,8
147847:0312119135,5
179978:0553157248,8
230522:0769600204,7
63714:0600207331,9
10734:0754807762,2
237856:0688127169,8
55490:1852302364,7
236885:045121126X,3
165182:1551668246,7
236283:0453005527,8
95758:0590353403,10
257809:0739437860,7
78553:0345288688,10
85820:1410706575,10
57305:0486270726,10
197063:8877829826,7
122881:0064409422,9
210647:0743225082,8
109562:0399143653,5
234828:0449203794,8
142579:1551669412,7
5207:0440241073,8
233431:0141312424,6
216012:158314353x,7
182202:0060294671,10
83637:1580084400,8
274779:0140348107,9
98391:0345411463,9
195445:0440224675,4
236544:0671003755,7
197832:0140275428,8
78772:3453158903,8
91002:0446519790,6
123257:0553213148,10
276626:0312957238,7
235105:0060090251,8
277928:0374524653,8
223231:0441005195,8
229551:0684856220,10
83671:0441777953,9
183900:3596104033,3
159863:0874772621,9
39467:044022165X,7
164096:0582351499,7
277759:0553211404,7
56447:0142437174,7
41347:3442722497,10
146699:0449223345,5
51569:0140003185,8
234236:0671804987,6
8234:0380718332,9
197659:081672508X,7
252903:0571117422,5
76547:1551668726,5
256088:037570051X,8
243942:0940322234,6
203910:0441006108,5
31698:TM674623,6
275414:8811674131,9
12835:3453137442,7
97833:0552124753,9
77152:8434534746,6
76626:0141439831,10
16411:0380704471,7
244686:0575032243,5
144531:0380846578,8
57976:0553582747,8
34526:0446394521,10
133548:0446613266,9
11676:3518384449,3
185538:0349101787,10
261829:0310214696,9
27617:0874778034,5
125519:0395700132,10
28938:1878424424,10
114865:0752809032,10
14422:0425171078,8
11676:3423305215,2
241198:3922028055,9
184513:0688084893,7
233410:1840132469,5
93363:1556610343,8
156642:0156005034,5
162639:0060565578,6
231857:0749316810,5
3578:0684833662,8
76576:0553272500,6
249862:0822005514,10
210493:0345409051,7
73076:1901530051,8
21252:0898154901,10
72636:0446611344,3
246247:0345348672,10
38281:9506440298,9
69971:0553583425,9
157273:0375506276,6
35857:0312140819,5
72309:8435505847,8
78469:0312872380,10
115682:0671003593,7
149245:1878424319,5
128835:0373262949,8
81865:0743419219,7
172010:0679030034,7
87141:0671026682,8
1790:0803263724,8
241548:0139210652,9
216099:0439136350,9
80826:0385503954,7
88620:0552525863,8
102227:3404241940,5
252695:0553291955,7
268605:0060165987,8
20448:0385335482,8
85294:3806808619,8
74908:0786916087,7
88229:1560242876,10
158606:0553117416,5
81611:0849952972,10
35407:3423204206,9
100345:8871316053,6
28216:0385504209,9
12081:8423998657,7
182086:0553445588,10
246311:0316096199,9
73044:0452280621,8
27813:0446360716,8
240883:0965775283,5
140786:3442434904,8
135149:0812550293,8
23872:1577180941,8
83306:0061099341,8
242083:0517219018,10
68768:0671004530,7
47155:9067661244,7
225686:0316735604,6
254206:0964230445,10
184305:0440213290,10
58062:1568843933,7
183740:0345370775,8
194676:0515133418,7
240822:0688066631,7
206423:0425190641,7
195459:3596283671,5
29259:0394587863,10
79942:1865083348,8
95226:1558744592,10
49262:0380002930,10
109574:0814613705,10
251844:0099485419,8
27140:0895264781,8
235925:8878182885,9
172386:9789500813037,9
90668:0060927569,10
89014:0399142983,9
49460:1558605827,9
242083:0451524292,2
123468:0452272696,8
3363:0345453387,8
78619:0312239866,8
134434:950511446X,7
268338:0812582683,5
40889:089480829X,9
11797:0515112461,5
164926:0671892010,9
143743:0679738568,9
234948:0060929510,10
259259:0345397819,9
108200:0756401739,9
49212:0142500372,6
834:0671027344,7
194358:3492231888,9
204591:0446610038,7
62378:0061000027,8
76626:0316291161,8
269815:0451172027,8
131154:0312979770,9
179826:0062502182,9
129872:0006510310,8
110019:155874262X,2
75863:0830714839,8
5350:3453172841,4
60643:0553263218,7
48579:0761518045,8
235077:0738204676,10
274061:0380763400,10
38326:0399146253,10
100906:0345335708,9
75809:0425116840,5
224430:0688171478,7
257028:067177834X,5
171770:0743456173,5
134256:0843944382,5
164828:0843947020,8
35433:3453099168,8
76499:0140442634,10
115473:0004700481,8
28591:1551668572,3
177458:0843950854,4
242179:0786862068,6
244779:0440236665,5
182157:067942525X,5
115003:1561580791,6
235099:0515128546,9
135609:0688123058,8
116997:031298328X,3
11676:1556524900,6
101550:9501510379,10
173548:2092100025,8
28319:0345433084,8
51526:0805062971,9
132900:3257700865,8
147781:1562453408,7
123608:0590764853,8
76350:0140284249,10
237990:0440215137,9
194358:325706134X,10
183576:0316785644,8
182085:0373511167,10
16916:0440214041,10
68156:0451518691,10
229767:0316666343,10
145765:0070212570,9
182085:0446846821,8
240051:0671534734,3
167521:0099866005,5
114279:0701105224,10
75022:2290032964,8
5375:0449005615,8
101304:0385508042,9
57006:0671001175,9
91857:0765343509,3
140080:3442435773,9
199353:0679752854,7
36715:0688137911,10
273374:0340637676,9
204698:0312195516,8
124789:0099727412,4
31094:0061099570,6
174304:8401462231,7
51883:155166416X,10
192211:0894803204,5
41757:0805049517,4
10067:0746000561,10
192244:0446604666,9
118286:0743222229,6
159716:0552124753,8
152291:0553492756,5
135869:0060931353,4
61090:0393976297,9
177432:0345353145,8
122429:0807070823,7
13164:0866119930,8
1775:0140348107,8
271622:0465030491,9
244685:0553582658,9
233711:0140288570,7
181176:1878995219,6
190885:0385333099,10
165806:0747275882,8
111933:042513525X,7
11676:1576300293,4
63394:0440212812,8
244189:0451523652,10
153662:0842335587,9
200402:0440234743,8
251721:0373872666,5
33818:0743436210,8
200245:0345353145,6
226554:0771099916,8
11676:0192835092,10
143419:0380789019,9
235935:006053429X,9
170491:0316666343,8
109901:0743211383,10
74493:0515121843,9
118533:0679449329,10
64806:0312151667,7
220841:0451177096,6
187918:0446679364,10
194646:0752804510,8
219728:0399148639,9
54374:0874064864,8
245650:0440224047,8
195621:3453307569,5
17740:0439443857,7
158043:0671024248,9
57350:0064473155,8
254206:0451167317,9
199521:3446153950,2
223034:0764500449,7
208019:0590543075,7
136326:0312966970,9
170483:342301240,4
62662:0061043176,6
208506:1575667320,8
10924:0425155943,5
149792:0385504209,9
52584:0684854376,7
100088:0600331687,10
222204:0671720163,10
62239:0590494503,2
7162:043912042X,9
236033:0670838047,6
35958:9425177068,7
262585:0345413369,8
246512:042510107X,10
203799:0877285179,7
170869:0440509238,10
205735:0553158945,10
97972:0413740900,8
233889:0316284955,9
184270:0898935040,6
182085:037321720X,10
122429:0375821813,8
100459:0385195192,10
71183:0767903579,7
79441:0316103098,8
199416:0275953424,7
67775:0373764294,8
125039:0553280414,8
125039:B0000AA9IZ,9
252820:0553270931,9
260971:0553275739,5
60707:0553562525,7
195670:0446600660,8
103160:0590470108,7
263877:042516814X,8
85365:3423125667,7
16795:0060263865,8
98391:0441010849,8
135149:0440226430,9
107889:0020418809,10
129489:0451154924,10
251739:0786817070,7
177458:0060164662,9
231354:006056668X,9
197659:1561386758,8
159394:8439702469,10
39773:0743486226,10
139421:0451178424,8
127036:067081976X,6
156269:0070563357,9
209174:0749931183,9
135703:0812523466,5
117873:140003065X,10
226616:0671864173,9
230522:080411918X,5
90839:3927658448,6
60062:0743220366,5
129503:2865630870,8
122793:0553380095,8
275357:0375726403,9
83109:0140096825,9
220597:0373484100,8
142204:8807809907,5
185233:0590444964,5
48975:0684188554,5
229313:0553582755,8
30511:0140070206,7
266312:0316314234,9
39467:8486433525,6
161368:0060928336,8
152742:052594673X,10
86145:0515114618,6
251394:0395489288,8
38273:0440405653,5
107951:3770406141,8
256111:2070363732,9
276744:038550120X,7
73646:4770027621,8
174048:0590015834,5
229329:0714825719,10
159033:0374148600,8
155219:0449004287,6
222488:3426616882,8
251140:0060173890,10
183187:0345316762,8
96402:0486290972,8
113904:0385512104,7
81361:0743423682,9
67085:042514691X,6
4165:0446609749,6
51450:0804119910,8
94242:0152002391,7
244998:0316095648,7
1116:031298250X,4
20794:006092411X,5
178035:0553230212,8
53456:0553273817,8
15589:2070421228,8
189334:0140261028,10
118632:0156005360,7
116904:0385337930,10
90277:2226109218,10
270873:0970583605,10
31391:0060987561,10
160511:0440201330,9
278621:1550390961,8
241086:0679775439,9
56940:8701056824,8
82431:0446672211,5
78448:006101351X,10
118063:074320395X,2
144241:0671789589,6
162052:0380715635,10
174726:042509216X,6
248806:8431623322,8
206074:0684849046,7
268300:185868370X,9
224572:8480195622,9
134556:0385504209,8
250936:0373710917,5
127245:ISSN15410900,7
46993:3795825385,9
57294:1880032627,6
183540:0743457935,6
191458:9726704065,8
248718:0715397850,8
236728:0380792486,7
100756:0449911780,6
1129:1558612815,9
124747:0553346687,7
238450:0671516442,3
235105:047126153X,10
99441:0394702239,9
186003:2869306555,5
253355:9589012180,3
221543:0785814078,5
72261:0061020710,8
93047:1932425039,9
25601:0767901843,7
272664:9646671004,6
225078:0060288914,7
53545:0898155533,7
158714:0553244531,9
189139:0345244168,8
76499:0684826976,10
163085:0734401361,8
169754:1563831228,8
125443:0385420161,9
192393:0373244487,8
23902:0815410018,6
185275:0446611239,8
248547:0765342987,10
238468:0312982518,9
173481:0671793489,6
98904:0425137457,7
187990:0312966091,8
98679:9681501225,6
188038:038079828X,7
100644:0552526495,9
120588:0345427181,9
274244:9021413582,7
200593:0385720955,6
136930:1570717567,9
184299:0812550307,8
198842:3499145774,9
257700:0373708831,7
106179:8440637969,6
75591:1555837336,10
208665:044652106X,10
212923:0515134368,2
189835:0198185979,5
70984:038531700X,10
92843:0207172455,5
40889:0446606812,10
43910:0345450892,7
111228:0743444493,8
147141:0345447654,8
76499:0060916486,10
144531:0312975376,9
259118:1582402264,7
139359:0446532231,8
240144:1568250436,9
56959:044022330X,10
247649:349913909X,5
228488:0571193889,8
208671:0840777965,2
239431:009470616,7
95043:0553573861,9
98391:0060545798,10
16319:0006740200,8
160681:0440213525,6
164777:0446667900,9
167176:0345413873,5
132901:0886778751,8
11676:8817134899,1
273439:0330373250,8
209756:0671011642,5
75115:3423011505,8
105214:0425146812,9
255627:0373122551,7
241198:3426029839,9
208668:0671034006,7
101209:0590716964,6
129008:0060958073,9
26284:0141302860,8
90766:0747531536,8
171295:0500272425,8
130554:0525461663,10
213255:1841210307,10
180898:0020264771,7
169824:0684800713,9
14449:0805019375,8
235282:0440195934,7
31010:0312969228,8
256844:0373483791,10
197659:0590323911,8
119364:0590484125,9
278418:0440207622,7
61668:0380789019,6
170454:0609603384,5
37644:0553274295,10
78973:0740723367,9
204790:0671673688,8
269566:0753450690,8
23902:0002187957,9
125224:325723158X,7
149934:1582430608,5
85757:0671027360,5
135185:0805008950,6
91078:0704323001,7
193322:0671502840,7
278026:0449006522,8
79441:034502754X,8
180348:0439219434,5
122867:1400031354,10
154031:0679428313,10
210311:382903623X,7
77480:0446322180,8
112914:0941969029,9
36708:345361199,7
218452:0812505166,7
82825:0786819146,5
78841:0452282195,5
209163:0517122707,9
265595:0718128516,5
67415:0971880107,3
20339:0590438786,7
248419:0061000027,7
259629:093487834X,6
23051:0743400739,5
23288:0938753029,8
64422:0140109617,7
41084:0451160959,8
53934:0099268337,9
164828:0380756234,8
59412:0842329129,10
85185:0449221180,8
10030:0515074438,9
185233:0451131312,5
250184:0590413813,10
169476:0515120871,3
91050:006099486x,6
153662:039913039X,8
13666:0440241537,7
221781:0006474950,6
94923:1578151635,7
267563:074900505x,8
27740:1400041074,8
185275:0670857459,5
127359:0451206401,8
42458:0821717774,7
116537:0060179341,5
69147:057540289X,8
185233:0590332872,5
38643:0486282724,8
238869:0140124640,8
265313:0671656090,7
116533:1566193028,10
100906:0586072594,9
101851:0525467262,10
270605:0345377702,3
28204:0553583670,5
19319:0440415829,6
25601:0679726489,10
35618:0140441468,7
164557:0312291639,8
64683:0312980140,8
120696:0739430181,4
131888:0966410076,8
246507:0060085452,7
145737:0375726403,7
252038:0060934417,2
229551:1894363213,9
274301:0380817691,8
199416:0679454632,5
94347:0872861562,9
41862:0345387651,8
218552:0345413865,5
123883:0373832451,5
224754:0749311800,8
93319:0962655104,9
245864:159298041,10
105586:0060932759,8
271466:0446403385,8
98391:0684864878,9
155027:087951809X,9
182068:0913780146,5
97754:0741412780,5
133414:0749397543,8
92652:0786863404,5
28666:0312975759,5
152002:9511737077,6
187863:0070212570,8
188010:0684834723,7
141902:0689864817,5
60028:0936399422,6
7346:0441873375,10
249766:051513225X,8
102899:0140432132,5
264657:0448089513,10
176667:0440222001,10
16220:8845911608,8
172204:0060925515,10
78834:0613354974,10
89653:0312995423,3
24570:0425188604,7
201548:3404121686,9
259660:8440666926,4
163517:354860028X,8
98391:0743418190,9
185528:1857990889,7
162052:0553279912,10
259118:0375758682,7
240144:0440928397,10
193863:0552145440,10
51925:0446606324,6
28666:0821774514,8
183:9728487576,6
276039:8880897136,7
89602:0380792745,7
161936:068484477X,9
234359:0373273800,8
195907:039589171X,7
165345:0671693816,9
69697:1551667436,9
212965:0451207408,8
6323:0425173305,8
119364:0590603795,8
196006:3821830778,6
201677:0767904133,8
110472:0345405625,7
211176:0316779237,10
120509:8401435706,6
112541:0061059323,8
11676:0060195703,10
134723:1882897315,5
13273:0312243359,9
196414:0812966198,9
175306:0843949163,8
255218:1573221864,10
264642:0446606669,10
275909:842398608X,5
249405:9177983653,7
53729:0908311478,7
131402:0670696331,9
63714:1840462493,10
135502:9783473383313,7
56917:0812519566,10
259942:3426600218,3
248718:0345358031,8
11718:0440212359,8
171118:0886776376,9
6336:0060175400,6
112093:037550236X,5
235709:0486264637,5
99239:0399142789,8
57449:3828972748,8
268489:0446525774,5
211370:0061013412,8
239467:074939465X,7
24558:0385498381,8
231210:0812504224,10
78553:0380702843,9
250962:0553287893,9
109783:0416196764,7
244627:0821762532,8
162639:0060976845,9
57423:0449218473,7
31826:0694526282,10
81560:0451452356,9
231827:043950130X,10
203783:1588513505,9
63714:0743458982,10
11676:8498019015,7
180032:039914210X,5
12835:3442350603,7
182506:0425143597,8
169034:0823031292,8
130063:0345443454,6
222296:0062515543,10
247897:1850437351,5
188796:0915811006,8
107784:0373262159,4
73701:074325581X,7
110973:0843950773,9
93092:1853261777,9
26406:0451205626,8
174304:0153350946,6
95902:8433908812,4
172023:0862417406,5
144830:0609600745,6
66842:067080889X,9
34115:1559027843,8
172742:0380798573,8
52203:2253007102,8
188659:0553802585,5
22605:0767906632,5
255078:0451527046,4
200226:0525448241,10
185448:0156013487,10
240051:1858681863,8
3079:0312278586,5
76532:0737000201,6
55490:1563895730,10
206932:8423332268,8
147803:014026289X,10
141447:077832012x,8
131476:0349111863,7
104443:1570360669,7
268622:0671042262,8
61579:3596259924,8
85453:0517575019,8
221040:0316926345,9
162639:0446679364,8
32627:0380017407,6
76499:0374521956,10
205967:0553800949,8
218519:0020869207,10
264862:0743422082,8
210317:067976402x,5
38273:0451198387,5
207792:1892714027,7
59198:0515124451,6
165116:8804493011,6
78973:0333761405,6
214786:0553253204,8
231827:0517202646,10
175636:039551424X,9
119836:0139444629,5
107756:0151327653,8
37317:0385605331,10
88733:0394740181,10
194957:3423206209,7
269566:0451524209,8
146055:412543363,9
129373:0316601950,10
242467:3293200028,9
31393:0380793261,5
76499:0813431158,10
135359:0880297492,8
31040:0899191401,6
153662:0843932848,8
134563:0060977264,8
43910:0743411323,9
15386:0394281802,9
137437:0835605531,6
235105:0399135812,8
224138:0452283868,10
70415:0449206211,8
168245:0004720164,7
125031:0425190544,7
133256:0142001740,8
66574:0399143661,8
153718:0373484224,7
165923:9728423462,9
11676:847454050X,8
236283:0743412028,10
150979:0440221471,9
216012:082176053,8
142121:0440498058,10
269336:006016848X,6
247240:0312195516,8
125276:3442451426,8
26084:0618154566,10
201141:2831578493,5
47577:8838429677,5
85433:3442727952,8
117923:0449200531,7
64641:0805040811,7
149499:0590623907,6
38762:0812571843,6
114368:0345396936,5
81207:0486218309,9
44020:3257209398,9
197659:0671510460,9
102375:1853260126,8
250155:0425146421,10
76626:067940967X,9
98686:0312955766,7
244685:0743407083,9
271013:0345422392,7
206944:089471838X,10
11676:1578562627,8
146386:050552113X,10
7158:155874262X,7
51100:0316713902,6
153662:030730115X,8
171602:0345351711,10
72352:0553567756,7
39467:8433961713,7
144699:0553577433,5
153508:0192837425,6
38618:0671867113,8
162639:0743457536,8
128652:0771076002,8
264634:0425163717,6
210056:0425146707,9
205922:0771020031,7
89891:840131495X,9
67494:0140390022,10
19659:067102423X,8
172795:0413650006,6
197028:8804498455,5
160455:0380820145,8
101209:0451406974,5
209464:2890211703,7
207134:0679449728,4
109779:0380789035,7
207393:2070363317,7
85099:014002848X,7
123883:051513287X,5
39891:0385264488,5
24209:0380709597,9
269890:0743436679,6
277203:0717283275,8
243948:0140430423,6
94940:3462023020,7
249894:0824504836,7
76223:1563893126,10
105968:0553285947,5
105227:9684051085,9
228321:0440339332,5
270156:0805059490,8
139913:0061097101,8
274301:0345460731,6
224646:0141439564,7
127233:0142003514,8
25409:0060084405,9
225078:0060394447,4
21261:0553576089,8
177073:0671415085,8
27812:0385472943,7
21014:1567404731,9
27626:0586052771,6
161936:075285111X,7
120771:0030582776,5
207514:0684872730,8
192462:0440237440,7
214436:0373257988,9
56661:0345291328,10
196709:096931853,6
187731:0671042556,8
16795:0786866845,9
11676:0819311200,8
105101:0316789089,8
105795:8420641938,8
43619:044021873,7
262208:0943403529,3
33900:0061001511,6
49144:8422678616,5
269566:0440219078,8
244002:0395859956,5
186749:0312305060,5
88633:0670835382,9
46461:0670869082,10
118135:2070323439,8
20245:0786708395,8
232052:0345353145,9
85993:0060506679,8
172331:0020518706,10
114544:0452284937,7
166856:8845914593,6
165287:0375708413,8
110093:0142004235,9
196137:037380203X,8
95359:0001056107,8
189835:0808554794,5
44252:067960085X,10
274808:0060915544,8
114368:0440124344,5
265504:0380805294,7
140005:0618334661,4
184386:8422652900,7
23070:0440484839,5
123961:0684831481,8
56039:2253010219,7
153662:0743456254,9
11676:0451179706,7
55927:0590543199,7
